"National Healthcare Safety Network (NHSN) Hospitalization Surveillance (downloaded on "Nov-14-2024)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,3.6
202409,2023-24,Average patients with influenza in ICU,2,HHS Region,118.71
202409,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,833.29
202409,2023-24,Influenza Hospital Admissions,3,HHS Region,1158
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,3.75
202409,2023-24,Average patients with influenza in ICU,3,HHS Region,119.86
202409,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,1525.71
202409,2023-24,Influenza Hospital Admissions,4,HHS Region,1657
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,2.48
202409,2023-24,Average patients with influenza in ICU,4,HHS Region,329
202409,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1803.86
202409,2023-24,Influenza Hospital Admissions,5,HHS Region,2564
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,4.88
202409,2023-24,Average patients with influenza in ICU,5,HHS Region,280.29
202409,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,813.57
202409,2023-24,Influenza Hospital Admissions,6,HHS Region,1217
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,2.85
202409,2023-24,Average patients with influenza in ICU,6,HHS Region,132.43
202409,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,540.86
202409,2023-24,Influenza Hospital Admissions,7,HHS Region,793
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,5.61
202409,2023-24,Average patients with influenza in ICU,7,HHS Region,80.43
202409,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,135.86
202409,2023-24,Influenza Hospital Admissions,8,HHS Region,227
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.85
202409,2023-24,Average patients with influenza in ICU,8,HHS Region,15.43
202409,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,375.14
202409,2023-24,Influenza Hospital Admissions,9,HHS Region,505
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.98
202409,2023-24,Average patients with influenza in ICU,9,HHS Region,54.86
202409,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,157.86
202409,2023-24,Influenza Hospital Admissions,10,HHS Region,214
202409,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.49
202409,2023-24,Average patients with influenza in ICU,10,HHS Region,26.57
202410,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,497.14
202410,2023-24,Influenza Hospital Admissions,1,HHS Region,661
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,4.45
202410,2023-24,Average patients with influenza in ICU,1,HHS Region,60.43
202410,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,811.14
202410,2023-24,Influenza Hospital Admissions,2,HHS Region,910
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,2.88
202410,2023-24,Average patients with influenza in ICU,2,HHS Region,113.57
202410,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,833.71
202428,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.01
202428,2023-24,Average patients with influenza in ICU,6,HHS Region,0.14
202428,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,2.43
202428,2023-24,Influenza Hospital Admissions,7,HHS Region,3
202428,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.02
202428,2023-24,Average patients with influenza in ICU,7,HHS Region,0
202428,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,3.43
202428,2023-24,Influenza Hospital Admissions,8,HHS Region,2
202428,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202428,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202428,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,63.71
202428,2023-24,Influenza Hospital Admissions,9,HHS Region,67
202428,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.13
202428,2023-24,Average patients with influenza in ICU,9,HHS Region,8.14
202428,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,16.86
202428,2023-24,Influenza Hospital Admissions,10,HHS Region,21
202428,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.15
202428,2023-24,Average patients with influenza in ICU,10,HHS Region,2.14
202429,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,14.29
202429,2023-24,Influenza Hospital Admissions,1,HHS Region,4
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.03
202429,2023-24,Average patients with influenza in ICU,1,HHS Region,1.14
202429,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,22
202429,2023-24,Influenza Hospital Admissions,2,HHS Region,40
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.13
202429,2023-24,Average patients with influenza in ICU,2,HHS Region,3.57
202429,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,52.29
202429,2023-24,Influenza Hospital Admissions,3,HHS Region,68
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.22
202429,2023-24,Average patients with influenza in ICU,3,HHS Region,10.71
202429,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,78.14
202429,2023-24,Influenza Hospital Admissions,4,HHS Region,88
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.13
202429,2023-24,Average patients with influenza in ICU,4,HHS Region,6.14
202429,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,19
202429,2023-24,Influenza Hospital Admissions,5,HHS Region,18
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.03
202429,2023-24,Average patients with influenza in ICU,5,HHS Region,4.43
202429,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,7.14
202429,2023-24,Influenza Hospital Admissions,6,HHS Region,18
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.04
202429,2023-24,Average patients with influenza in ICU,6,HHS Region,1.43
202429,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,1.71
202429,2023-24,Influenza Hospital Admissions,7,HHS Region,3
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.02
202429,2023-24,Average patients with influenza in ICU,7,HHS Region,0.43
202429,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2.71
202429,2023-24,Influenza Hospital Admissions,8,HHS Region,6
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.05
202429,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202429,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,59.43
202429,2023-24,Influenza Hospital Admissions,9,HHS Region,57
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.11
202429,2023-24,Average patients with influenza in ICU,9,HHS Region,9.71
202429,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,11.71
202429,2023-24,Influenza Hospital Admissions,10,HHS Region,11
202429,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.08
202429,2023-24,Average patients with influenza in ICU,10,HHS Region,2.14
202430,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,11.43
202430,2023-24,Influenza Hospital Admissions,1,HHS Region,1
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202430,2023-24,Average patients with influenza in ICU,1,HHS Region,1
202430,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,17.43
202430,2023-24,Influenza Hospital Admissions,2,HHS Region,19
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.06
202430,2023-24,Average patients with influenza in ICU,2,HHS Region,2
202430,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,72
202430,2023-24,Influenza Hospital Admissions,3,HHS Region,80
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.26
202430,2023-24,Average patients with influenza in ICU,3,HHS Region,15.14
202430,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,70
202430,2023-24,Influenza Hospital Admissions,4,HHS Region,82
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.12
202430,2023-24,Average patients with influenza in ICU,4,HHS Region,5.57
202430,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,17.29
202430,2023-24,Influenza Hospital Admissions,5,HHS Region,14
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.03
202430,2023-24,Average patients with influenza in ICU,5,HHS Region,3.43
202430,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,7.86
202430,2023-24,Influenza Hospital Admissions,6,HHS Region,10
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.02
202430,2023-24,Average patients with influenza in ICU,6,HHS Region,1.43
202430,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,4
202430,2023-24,Influenza Hospital Admissions,7,HHS Region,6
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.04
202430,2023-24,Average patients with influenza in ICU,7,HHS Region,0.29
202430,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,3.43
202430,2023-24,Influenza Hospital Admissions,8,HHS Region,8
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.07
202430,2023-24,Average patients with influenza in ICU,8,HHS Region,0.43
202430,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,45.43
202430,2023-24,Influenza Hospital Admissions,9,HHS Region,40
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.08
202430,2023-24,Average patients with influenza in ICU,9,HHS Region,5
202430,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,8.71
202430,2023-24,Influenza Hospital Admissions,10,HHS Region,8
202430,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.06
202430,2023-24,Average patients with influenza in ICU,10,HHS Region,2.57
202431,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,12.29
202431,2023-24,Influenza Hospital Admissions,1,HHS Region,5
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.03
202431,2023-24,Average patients with influenza in ICU,1,HHS Region,0.43
202431,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,19.71
202431,2023-24,Influenza Hospital Admissions,2,HHS Region,18
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.06
202431,2023-24,Average patients with influenza in ICU,2,HHS Region,0.86
202431,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,57.43
202431,2023-24,Influenza Hospital Admissions,3,HHS Region,68
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.22
202431,2023-24,Average patients with influenza in ICU,3,HHS Region,10.86
202431,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,69
202431,2023-24,Influenza Hospital Admissions,4,HHS Region,102
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.15
202431,2023-24,Average patients with influenza in ICU,4,HHS Region,10.43
202431,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,12.29
202431,2023-24,Influenza Hospital Admissions,5,HHS Region,11
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.02
202431,2023-24,Average patients with influenza in ICU,5,HHS Region,1.43
202431,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,8.71
202431,2023-24,Influenza Hospital Admissions,6,HHS Region,14
202431,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.03
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,3.49
202431,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,1.29
202344,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,20.86
202344,2023-24,Influenza Hospital Admissions,1,HHS Region,45
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.3
202344,2023-24,Average patients with influenza in ICU,1,HHS Region,1.71
202344,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,167.43
202344,2023-24,Influenza Hospital Admissions,2,HHS Region,210
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.67
202344,2023-24,Average patients with influenza in ICU,2,HHS Region,11.86
202344,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,105.14
202344,2023-24,Influenza Hospital Admissions,3,HHS Region,105
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.34
202344,2023-24,Average patients with influenza in ICU,3,HHS Region,16.71
202344,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,511.29
202344,2023-24,Influenza Hospital Admissions,4,HHS Region,710
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.06
202344,2023-24,Average patients with influenza in ICU,4,HHS Region,131.86
202344,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,108.29
202344,2023-24,Influenza Hospital Admissions,5,HHS Region,153
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.29
202344,2023-24,Average patients with influenza in ICU,5,HHS Region,12.71
202344,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,244.29
202344,2023-24,Influenza Hospital Admissions,6,HHS Region,391
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.92
202344,2023-24,Average patients with influenza in ICU,6,HHS Region,27.86
202344,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,24.29
202344,2023-24,Influenza Hospital Admissions,7,HHS Region,42
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.3
202344,2023-24,Average patients with influenza in ICU,7,HHS Region,5
202344,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,25.71
202344,2023-24,Influenza Hospital Admissions,8,HHS Region,41
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.33
202344,2023-24,Average patients with influenza in ICU,8,HHS Region,2.29
202344,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,121.57
202344,2023-24,Influenza Hospital Admissions,9,HHS Region,178
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.35
202344,2023-24,Average patients with influenza in ICU,9,HHS Region,14.43
202344,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,33.86
202344,2023-24,Influenza Hospital Admissions,10,HHS Region,48
202344,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.33
202344,2023-24,Average patients with influenza in ICU,10,HHS Region,1.71
202345,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,28.43
202345,2023-24,Influenza Hospital Admissions,1,HHS Region,45
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.3
202345,2023-24,Average patients with influenza in ICU,1,HHS Region,4.57
202345,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,187.57
202345,2023-24,Influenza Hospital Admissions,2,HHS Region,270
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.86
202345,2023-24,Average patients with influenza in ICU,2,HHS Region,15.29
202345,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,130.14
202345,2023-24,Influenza Hospital Admissions,3,HHS Region,203
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.66
202345,2023-24,Average patients with influenza in ICU,3,HHS Region,27.14
202345,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,591.29
202345,2023-24,Influenza Hospital Admissions,4,HHS Region,850
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.27
202345,2023-24,Average patients with influenza in ICU,4,HHS Region,139.14
202345,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,167.29
202345,2023-24,Influenza Hospital Admissions,5,HHS Region,194
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.37
202345,2023-24,Average patients with influenza in ICU,5,HHS Region,16.29
202345,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,308.57
202345,2023-24,Influenza Hospital Admissions,6,HHS Region,503
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.18
202345,2023-24,Average patients with influenza in ICU,6,HHS Region,44.86
202345,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,29.14
202345,2023-24,Influenza Hospital Admissions,7,HHS Region,67
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.47
202345,2023-24,Average patients with influenza in ICU,7,HHS Region,3.14
202345,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,30
202345,2023-24,Influenza Hospital Admissions,8,HHS Region,71
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.58
202345,2023-24,Average patients with influenza in ICU,8,HHS Region,3.86
202345,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,216.57
202345,2023-24,Influenza Hospital Admissions,9,HHS Region,398
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.78
202345,2023-24,Average patients with influenza in ICU,9,HHS Region,27.29
202345,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,49.57
202345,2023-24,Influenza Hospital Admissions,10,HHS Region,58
202345,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.4
202345,2023-24,Average patients with influenza in ICU,10,HHS Region,4.29
202346,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,44
202346,2023-24,Influenza Hospital Admissions,1,HHS Region,62
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.42
202346,2023-24,Average patients with influenza in ICU,1,HHS Region,5.57
202346,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,181.86
202346,2023-24,Influenza Hospital Admissions,2,HHS Region,256
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.81
202346,2023-24,Average patients with influenza in ICU,2,HHS Region,20.29
202346,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,165.86
202346,2023-24,Influenza Hospital Admissions,3,HHS Region,226
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.73
202346,2023-24,Average patients with influenza in ICU,3,HHS Region,30
202346,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,744.86
202346,2023-24,Influenza Hospital Admissions,4,HHS Region,1124
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.68
202346,2023-24,Average patients with influenza in ICU,4,HHS Region,179.86
202346,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,195.14
202346,2023-24,Influenza Hospital Admissions,5,HHS Region,294
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.56
202346,2023-24,Average patients with influenza in ICU,5,HHS Region,27.57
202346,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,356.29
202346,2023-24,Influenza Hospital Admissions,6,HHS Region,534
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.25
202346,2023-24,Average patients with influenza in ICU,6,HHS Region,52.43
202346,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,37.57
202346,2023-24,Influenza Hospital Admissions,7,HHS Region,75
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.53
202346,2023-24,Average patients with influenza in ICU,7,HHS Region,5.86
202346,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,41.43
202346,2023-24,Influenza Hospital Admissions,8,HHS Region,128
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.04
202346,2023-24,Average patients with influenza in ICU,8,HHS Region,5.29
202346,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,336
202346,2023-24,Influenza Hospital Admissions,9,HHS Region,589
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,1.15
202346,2023-24,Average patients with influenza in ICU,9,HHS Region,34.43
202346,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,58
202346,2023-24,Influenza Hospital Admissions,10,HHS Region,69
202346,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.48
202346,2023-24,Average patients with influenza in ICU,10,HHS Region,5.14
202410,2023-24,Average patients with influenza in ICU,3,HHS Region,132.57
202410,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,1409.43
202410,2023-24,Influenza Hospital Admissions,4,HHS Region,1416
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,2.12
202410,2023-24,Average patients with influenza in ICU,4,HHS Region,290.57
202410,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1763.86
202410,2023-24,Influenza Hospital Admissions,5,HHS Region,2364
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,4.5
202410,2023-24,Average patients with influenza in ICU,5,HHS Region,258.29
202410,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,730.14
202410,2023-24,Influenza Hospital Admissions,6,HHS Region,1033
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,2.42
202410,2023-24,Average patients with influenza in ICU,6,HHS Region,121.86
202410,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,505.86
202410,2023-24,Influenza Hospital Admissions,7,HHS Region,747
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,5.28
202410,2023-24,Average patients with influenza in ICU,7,HHS Region,85.14
202410,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,109.57
202410,2023-24,Influenza Hospital Admissions,8,HHS Region,194
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.58
202410,2023-24,Average patients with influenza in ICU,8,HHS Region,12.71
202410,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,310.14
202410,2023-24,Influenza Hospital Admissions,9,HHS Region,377
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.74
202410,2023-24,Average patients with influenza in ICU,9,HHS Region,47.29
202410,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,146.86
202410,2023-24,Influenza Hospital Admissions,10,HHS Region,205
202410,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.43
202410,2023-24,Average patients with influenza in ICU,10,HHS Region,20
202411,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,457.14
202411,2023-24,Influenza Hospital Admissions,1,HHS Region,508
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,3.42
202411,2023-24,Average patients with influenza in ICU,1,HHS Region,63.86
202411,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,626.57
202411,2023-24,Influenza Hospital Admissions,2,HHS Region,687
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,2.18
202411,2023-24,Average patients with influenza in ICU,2,HHS Region,88.71
202411,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,654.43
202411,2023-24,Influenza Hospital Admissions,3,HHS Region,746
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,2.42
202411,2023-24,Average patients with influenza in ICU,3,HHS Region,98.14
202411,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,1193.14
202411,2023-24,Influenza Hospital Admissions,4,HHS Region,1166
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.74
202411,2023-24,Average patients with influenza in ICU,4,HHS Region,263.14
202411,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1418.71
202411,2023-24,Influenza Hospital Admissions,5,HHS Region,1733
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,3.3
202411,2023-24,Average patients with influenza in ICU,5,HHS Region,207
202411,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,621.57
202411,2023-24,Influenza Hospital Admissions,6,HHS Region,829
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.94
202411,2023-24,Average patients with influenza in ICU,6,HHS Region,95.14
202411,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,429.71
202411,2023-24,Influenza Hospital Admissions,7,HHS Region,554
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,3.92
202411,2023-24,Average patients with influenza in ICU,7,HHS Region,70
202411,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,129.14
202411,2023-24,Influenza Hospital Admissions,8,HHS Region,224
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.83
202411,2023-24,Average patients with influenza in ICU,8,HHS Region,17
202411,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,288.71
202411,2023-24,Influenza Hospital Admissions,9,HHS Region,359
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.7
202411,2023-24,Average patients with influenza in ICU,9,HHS Region,47.29
202411,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,146.57
202411,2023-24,Influenza Hospital Admissions,10,HHS Region,223
202411,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,1.55
202411,2023-24,Average patients with influenza in ICU,10,HHS Region,17.86
202412,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,355.71
202412,2023-24,Influenza Hospital Admissions,1,HHS Region,392
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,2.64
202412,2023-24,Average patients with influenza in ICU,1,HHS Region,44.71
202412,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,502
202412,2023-24,Influenza Hospital Admissions,2,HHS Region,574
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,1.82
202412,2023-24,Average patients with influenza in ICU,2,HHS Region,80.57
202412,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,502.14
202412,2023-24,Influenza Hospital Admissions,3,HHS Region,669
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,2.17
202412,2023-24,Average patients with influenza in ICU,3,HHS Region,64.86
202412,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,982
202412,2023-24,Influenza Hospital Admissions,4,HHS Region,997
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,1.49
202412,2023-24,Average patients with influenza in ICU,4,HHS Region,226.71
202412,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,1105.71
202412,2023-24,Influenza Hospital Admissions,5,HHS Region,1377
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,2.62
202412,2023-24,Average patients with influenza in ICU,5,HHS Region,175.29
202412,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,497.71
202412,2023-24,Influenza Hospital Admissions,6,HHS Region,601
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,1.41
202412,2023-24,Average patients with influenza in ICU,6,HHS Region,76.14
202412,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,342.14
202412,2023-24,Influenza Hospital Admissions,7,HHS Region,410
202412,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,2.9
202412,2023-24,Average patients with influenza in ICU,7,HHS Region,56.43
